EDO,MUN,NOMBRE_MUNICIPIO
30,104,MECATLAN
30,131,PLAYA VICENTE
30,13,AMATITLAN
30,14,AMATLAN DE LOS REYES
30,17,LA ANTIGUA
30,18,APAZAPAN
30,185,TOMATLAN
31,70,SUCILA
31,32,ESPITA
31,86,TEPAKAN
31,31,DZONCAUICH
31,91,TINUM
24,13,CIUDAD VALLES
30,208,CARLOS A. CARRILLO
30,209,UXPANAPA
30,210,TATAHUICAPAN DE JUAREZ
30,211,SAN RAFAEL
30,212,SANTIAGO SOCHIAPAN
31,97,TUNKAS
31,22,CHIKINDZONOT
31,58,PETO
1,11,EL LLANO
2,2,MEXICALI
2,4,TIJUANA
2,3,TECATE
3,1,COMONDU
29,51,SAN FRANCISCO TETLANOHCAN
4,8,TENABO
4,9,ESCARCEGA
4,5,HECELCHAKAN
4,6,HOPELCHEN
4,11,CALAKMUL
5,1,ABASOLO
5,5,CANDELA
5,11,GENERAL CEPEDA
5,12,GUERRERO
5,16,LAMADRID
5,26,PROGRESO
5,33,SAN PEDRO
5,6,CASTAÐOS
5,18,MONCLOVA
5,7,CUATROCIENEGAS
5,4,ARTEAGA
5,28,SABINAS
5,15,JUAREZ
5,32,SAN JUAN DE SABINAS
29,22,ACUAMANALA DE MIGUEL HIDALGO
5,22,NAVA
5,29,SACRAMENTO
5,3,ALLENDE
5,10,FRONTERA
5,37,VILLA UNION
5,21,NADADORES
5,8,ESCOBEDO
29,55,LAZARO CARDENAS
6,6,ARMERIA
6,7,IXTLAHUACAN
29,27,TENANCINGO
7,1,ACACOYAGUA
7,3,ACAPETAHUA
7,10,BEJUCAL DE OCAMPO
7,11,BELLA VISTA
7,28,CHIAPILLA
7,35,FRONTERA HIDALGO
7,36,LA GRANDEZA
7,54,MAZATAN
7,55,METAPA
7,58,NICOLAS RUIZ
7,60,OCOTEPEC
7,70,EL PORVENIR
7,72,RAYON
7,74,LAS ROSAS
7,86,SOYALO
7,92,TAPILULA
7,105,UNION JUAREZ
7,51,MAPASTEPEC
7,114,MARAVILLA TENEJAPA
7,112,ALDAMA
7,116,MONTECRISTO DE GUERRERO
7,117,SAN ANDRES DURAZNAL
7,82,SIMOJOVEL
7,90,TAPACHULA
7,97,TONALA
8,6,BACHINIVA
8,5,ASCENSION
8,23,GALEANA
8,24,SANTA ISABEL
8,25,GOMEZ FARIAS
8,26,GRAN MORELOS
24,40,TAMUIN
24,53,VILLA JUAREZ
24,41,TANLAJAS
8,28,GUADALUPE
8,43,MATACHI
8,4,AQUILES SERDAN
8,53,PRAXEDIS G. GUERRERO
8,11,CAMARGO
8,12,CARICHI
8,13,CASAS GRANDES
8,14,CORONADO
8,16,LA CRUZ
8,17,CUAUHTEMOC
8,18,CUSIHUIRIACHI
8,19,CHIHUAHUA
8,20,CHINIPAS
8,55,ROSALES
9,2,AZCAPOTZALCO
9,14,BENITO JUAREZ
9,17,VENUSTIANO CARRANZA
9,3,COYOACAN
9,15,CUAUHTEMOC
10,26,SAN BERNARDO
10,37,TLAHUALILO
10,31,SAN PEDRO DEL GALLO
16,50,LAZARO CARDENAS
16,10,ARTEAGA
16,54,MORELIA
20,407,SANTA MARIA CORTIJO
20,374,SANTA CATARINA ZAPOQUILA
21,99,MIXTLA
20,425,SANTA MARIA OZOLOTEPEC
20,317,SAN PEDRO MIXTEPEC
20,567,SAN MATEO YUCUTINDOO
20,46,MAGDALENA JALTEPEC
20,493,SANTIAGO TILANTONGO
20,71,PUTLA VILLA DE GUERRERO
20,274,SAN MIGUEL QUETZALTEPEC
20,397,SANTA MARIA ALOTEPEC
29,9,CUAXOMULCO
10,17,NUEVO IDEAL
10,25,RODEO
10,30,SAN LUIS DEL CORDERO
10,22,PEÐON BLANCO
10,28,SAN JUAN DE GUADALUPE
10,21,PANUCO DE CORONADO
10,23,POANAS
10,39,VICENTE GUERRERO
10,32,SANTA CLARA
10,8,GUADALUPE VICTORIA
10,29,SAN JUAN DEL RIO
11,27,SALAMANCA
11,17,IRAPUATO
11,6,ATARJEA
11,1,ABASOLO
11,4,APASEO EL ALTO
11,19,JERECUARO
11,2,ACAMBARO
11,29,SAN DIEGO DE LA UNION
11,13,DOCTOR MORA
11,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL
11,37,SILAO DE LA VICTORIA
11,31,SAN FRANCISCO DEL RINCON
11,24,PUEBLO NUEVO
11,38,TARANDACUAO
11,46,YURIRIA
11,16,HUANIMARO
11,23,PENJAMO
11,8,MANUEL DOBLADO
11,11,CORTAZAR
11,10,CORONEO
11,35,SANTA CRUZ DE JUVENTINO ROSAS
11,44,VILLAGRAN
11,21,MOROLEON
11,41,URIANGATO
11,32,SAN JOSE ITURBIDE
11,3,SAN MIGUEL DE ALLENDE
11,22,OCAMPO
11,18,JARAL DEL PROGRESO
11,43,VICTORIA
11,45,XICHU
11,5,APASEO EL GRANDE
12,15,BUENAVISTA DE CUELLAR
12,41,LEONARDO BRAVO
12,45,MOCHITLAN
12,62,TIXTLA DE GUERRERO
12,75,ZITLALA
12,77,JOSE JOAQUIN DE HERRERA
12,79,COCHOAPA EL GRANDE
12,26,CUETZALA DEL PROGRESO
12,80,MARQUELIA
12,81,JUCHITAN
12,48,PEDRO ASCENCIO ALQUISIRAS
12,55,SAN MIGUEL TOTOLAPAN
12,56,TAXCO DE ALARCON
12,58,TECPAN DE GALEANA
12,60,TEPECOACUILCO DE TRUJANO
12,61,TETIPAC
12,31,FLORENCIO VILLARREAL
12,32,GENERAL CANUTO A. NERI
12,33,GENERAL HELIODORO CASTILLO
12,34,HUAMUXTITLAN
12,35,HUITZUCO DE LOS FIGUEROA
12,78,ILIATENCO
13,9,ATITALAQUIA
13,16,CHAPANTONGO
13,17,CHAPULHUACAN
13,18,CHILCUAUTLA
13,12,ATOTONILCO DE TULA
13,19,EL ARENAL
13,21,EMILIANO ZAPATA
13,31,JACALA DE LEDEZMA
13,32,JALTOCAN
13,41,MIXQUIAHUALA DE JUAREZ
13,44,NOPALA DE VILLAGRAN
13,61,TEPEAPULCO
13,64,TEPETITLAN
13,65,TETEPANGO
13,66,TEZONTEPEC DE ALDAMA
13,69,TLAHUELILPAN
13,77,VILLA DE TEZONTEPEC
13,71,TLANALAPA
13,73,TLAXCOAPAN
13,74,TOLCAYUCA
13,23,FRANCISCO I. MADERO
13,22,EPAZOYUCAN
13,68,TIZAYUCA
13,82,ZAPOTLAN DE JUAREZ
14,2,ACATLAN DE JUAREZ
14,76,SAN JULIAN
14,62,MEXTICACAN
14,49,JAMAY
14,89,TECOLOTLAN
14,81,SAN SEBASTIAN DEL OESTE
14,1,ACATIC
14,52,JOCOTEPEC
14,73,SAN CRISTOBAL DE LA BARRANCA
14,95,TEQUILA
14,3,AHUALULCO DE MERCADO
26,53,PUERTO PEÐASCO
26,52,PITIQUITO
29,44,ZACATELCO
14,9,EL ARENAL
14,79,SAN MARTIN HIDALGO
14,25,COCULA
14,114,VILLA CORONA
14,111,UNION DE TULA
14,39,EL GRULLO
14,107,TUXCACUESCO
14,100,TOLIMAN
14,122,ZAPOTITLAN DE VADILLO
14,24,SAN GABRIEL
26,7,BACADEHUACHI
26,49,HERMOSILLO
26,22,HUASABAS
26,54,RAYON
28,3,ALTAMIRA
14,103,TONAYA
14,56,EL LIMON
14,35,EJUTLA
23,3,FELIPE CARRILLO PUERTO
23,4,ISLA MUJERES
26,18,DIVISADEROS
26,33,SAN FELIPE DE JESUS
26,34,SAN JAVIER
28,2,ALDAMA
29,32,TETLATLAHUCA
31,3,AKIL
14,90,TECHALUTA DE MONTENEGRO
26,32,SAHUARIPA
14,4,AMACUECA
14,53,JUANACATLAN
25,2,ANGOSTURA
26,17,CUMPAS
26,16,CUCURPE
26,29,NACOZARI DE GARCIA
26,28,NACORI CHICO
26,36,SANTA ANA
26,35,SAN PEDRO DE LA CUEVA
14,46,IXTLAHUACAN DE LOS MEMBRILLOS
14,48,JALOSTOTITLAN
14,80,SAN MIGUEL EL ALTO
14,94,TEPATITLAN DE MORELOS
14,8,ARANDAS
26,1,ACONCHI
26,26,MOCTEZUMA
26,24,IMURIS
26,23,HUEPAC
26,21,HUACHINERA
26,19,FRONTERAS
14,30,CUQUIO
14,50,JESUS MARIA
14,34,DEGOLLADO
14,18,LA BARCA
14,58,SANTA MARIA DEL ORO
14,51,JILOTLAN DE LOS DOLORES
14,88,TECALITLAN
14,109,TUXPAN
14,121,ZAPOTILTIC
14,86,TAMAZULA DE GORDIANO
14,61,MAZAMITLA
14,27,CONCEPCION DE BUENOS AIRES
14,125,SAN IGNACIO CERRO GORDO
15,42,IXTAPAN DEL ORO
15,63,OCOYOACAC
15,62,NOPALTEPEC
15,12,ATIZAPAN
15,72,POLOTITLAN
15,78,SAN SIMON DE GUERRERO
29,47,SAN JUAN HUACTZINCO
15,80,SOYANIQUILPAN DE JUAREZ
15,20,COACALCO DE BERRIOZABAL
15,108,TONATICO
15,44,XALATLACO
15,36,HUEHUETOCA
15,95,TEPETLIXPA
15,97,TEQUIXQUIAC
15,39,ISIDRO FABELA
15,47,JILOTZINGO
15,117,ZACAZONAPAN
15,84,TEMAMATLA
15,122,VALLE DE CHALCO SOLIDARIDAD
15,99,TEXCALYACAC
15,92,TEOLOYUCAN
15,64,OCUILAN
15,9,AMECAMECA
15,54,MELCHOR OCAMPO
15,50,JOQUICINGO
15,7,AMANALCO
15,65,EL ORO
15,14,ATLACOMULCO
15,48,JIQUIPILCO
15,52,LERMA
15,55,METEPEC
15,77,SAN MATEO ATENCO
15,116,XONACATLAN
15,109,TULTEPEC
15,121,ZUMPANGO
15,23,COYOTEPEC
15,76,SAN MARTIN DE LAS PIRAMIDES
15,93,TEOTIHUACAN
15,31,CHICONCUAC
3,3,LA PAZ
3,5,LORETO
3,4,LOS CABOS
29,46,SANTA CRUZ QUILEHTLA
3,2,MULEGE
4,7,PALIZADA
28,25,MIGUEL ALEMAN
28,30,PADILLA
28,20,MAINERO
28,11,GOMEZ FARIAS
28,12,GONZALEZ
28,14,GUERRERO
29,16,IXTENCO
29,33,TLAXCALA
15,32,CHIMALHUACAN
15,71,LA PAZ
29,57,SAN LUCAS TECOPILCO
15,51,JUCHITEPEC
28,42,VILLAGRAN
28,34,SAN CARLOS
28,27,NUEVO LAREDO
28,28,NUEVO MORELOS
15,30,CHICOLOAPAN
15,90,TENANGO DEL AIRE
15,104,TLALMANALCO
29,53,SAN DAMIAN TEXOLOC
15,15,ATLAUTLA
15,69,OZUMBA
15,101,TEZOYUCA
15,98,TEXCALTITLAN
15,19,CAPULHUAC
15,85,TEMASCALAPA
15,82,TECAMAC
15,11,ATENCO
15,22,COCOTITLAN
15,73,RAYON
15,56,MEXICALTZINGO
15,59,NEXTLALPAN
15,17,AYAPANGO
15,74,SAN ANTONIO LA ISLA
15,35,ECATZINGO
15,6,ALMOLOYA DEL RIO
15,10,APAXCO
29,39,XALOZTOC
16,3,ALVARO OBREGON
16,4,ANGAMACUTIRO
16,5,ANGANGUEO
16,9,ARIO
29,45,SANTA APOLONIA TEACALCO
16,11,BRISEÐAS
4,10,CANDELARIA
4,4,CHAMPOTON
4,2,CALKINI
4,1,CAMPECHE
29,19,TEPETITLA DE LARDIZABAL
31,85,TEMOZON
29,50,SAN JOSE TEACALCO
29,6,CALPULALPAN
29,21,NANACAMILPA DE MARIANO ARISTA
29,34,TLAXCO
29,40,XALTOCAN
29,43,YAUHQUEMEHCAN
29,13,HUAMANTLA
29,14,HUEYOTLIPAN
29,10,CHIAUTEMPAN
31,14,CUNCUNUL
16,28,CHURINTZIO
16,32,ERONGARICUARO
29,58,SANTA ANA NOPALUCAN
29,42,XICOHTZINCO
29,5,ATLTZAYANCA
29,7,EL CARMEN TEQUEXQUITLA
29,8,CUAPIAXTLA
29,60,BENITO JUAREZ
30,88,JALACINGO
30,90,JALCOMULCO
30,91,JALTIPAN
30,92,JAMAPA
30,93,JESUS CARRANZA
30,94,JILOTEPEC
30,95,JUAN RODRIGUEZ CLARA
30,77,IGNACIO DE LA LLAVE
16,41,IRIMBO
29,56,SAN JERONIMO ZACUALPAN
16,7,APORO
16,42,IXTLAN
16,43,JACONA
16,49,LAGUNILLAS
16,57,NAHUATZEN
16,62,OCAMPO
16,23,CHAVINDA
16,63,PAJACUARAN
16,64,PANINDICUARO
16,75,COJUMATLAN DE REGULES
16,87,TANHUATO
16,91,TINGAMBATO
29,59,SAN LORENZO AXOCOMANITLA
16,104,VENUSTIANO CARRANZA
16,105,VILLAMAR
16,106,VISTA HERMOSA
29,48,SANTA CATARINA AYOMETLA
16,107,YURECUARO
16,110,ZINAPARO
29,17,MAZATECOCHCO DE JOSE MARIA MORELOS
16,112,ZIRACUARETIRO
16,77,SAHUAYO
20,292,SAN PABLO HUITZO
20,147,SAN FRANCISCO TELIXTLAHUACA
20,199,SAN JUAN GUICHICOVI
20,513,SANTO DOMINGO PETAPA
20,113,SAN BARTOLO SOYALTEPEC
29,35,TOCATLAN
31,54,MUXUPIP
31,51,MOCOCHA
16,1,ACUITZIO
16,65,PARACUARO
16,66,PARACHO
16,68,PENJAMILLO
16,96,TOCUMBO
16,97,TUMBISCATIO
16,98,TURICATO
16,99,TUXPAN
16,100,TUZANTLA
16,101,TZINTZUNTZAN
16,102,TZITZIO
16,88,TARETAN
16,89,TARIMBARO
16,90,TEPALCATEPEC
16,51,MADERO
16,44,JIMENEZ
16,45,JIQUILPAN
16,46,JOSE SIXTO VERDUZCO
17,1,AMACUZAC
31,88,TEYA
20,237,SAN MARCOS ARTEAGA
20,42,IXTLAN DE JUAREZ
20,404,SANTA MARIA CHILCHOTLA
20,461,SANTIAGO COMALTEPEC
20,44,LOMA BONITA
29,49,SANTA ISABEL XILOXOXTLA
31,103,XOCCHEL
31,49,MAYAPAN
20,450,SANTA MARIA ZOQUITLAN
20,235,SAN LUIS AMATLAN
20,314,SAN PEDRO MARTIR QUIECHAPA
20,322,SAN PEDRO POCHUTLA
20,70,PLUMA HIDALGO
20,291,SAN PABLO ETLA
21,38,COYOTEPEC
21,9,AHUEHUETITLA
31,25,DZAN
31,55,OPICHEN
17,8,EMILIANO ZAPATA
20,2,ACATLAN DE PEREZ FIGUEROA
20,358,SANTA ANA TLAPACOYAN
27,15,TACOTALPA
27,2,CARDENAS
27,8,HUIMANGUILLO
27,4,CENTRO
27,11,JONUTA
27,13,NACAJUCA
27,17,TENOSIQUE
17,10,JANTETELCO
27,1,BALANCAN
27,7,EMILIANO ZAPATA
27,3,CENTLA
17,13,JONACATEPEC
28,36,SAN NICOLAS
17,17,PUENTE DE IXTLA
17,20,TEPOZTLAN
21,153,TECAMACHALCO
21,175,TILAPA
21,57,CHILA DE LA SAL
21,159,TEOTLALCO
21,71,HUATLATLAUCA
21,167,TEPEXCO
21,42,CUAUTLANCINGO
21,180,TLAHUAPAN
21,40,CUAUTEMPAN
21,162,TEPATLAXCO DE HIDALGO
21,174,TIANGUISMANALCO
21,142,SAN PEDRO YELOIXTLAHUACA
21,214,ZINACATEPEC
21,36,COXCATLAN
21,101,NAUPAN
21,213,ZIHUATEUTLA
21,77,HUEYAPAN
21,55,CHIGNAUTLA
21,186,TLATLAUQUITEPEC
21,204,YAONAHUAC
21,161,TEPANGO DE RODRIGUEZ
31,73,TAHDZIU
17,26,TLAYACAPAN
21,5,ACTEOPAN
21,112,PANTEPEC
21,76,HUEJOTZINGO
21,149,SANTIAGO MIAHUATLAN
21,2,ACATENO
17,28,XOCHITEPEC
31,99,UAYMA
17,32,ZACUALPAN DE AMILPAS
17,16,OCUITUCO
21,25,AYOTOXCO DE GUERRERO
30,167,TEQUILA
30,168,JOSE AZUETA
30,149,SOLEDAD DE DOBLADO
30,150,SOTEAPAN
21,193,TZICATLACOYAN
21,160,TEPANCO DE LOPEZ
21,52,CHIETLA
21,88,JALPAN
21,87,IZUCAR DE MATAMOROS
21,178,TLACUILOTEPEC
23,7,OTHON P. BLANCO
28,10,CRUILLAS
30,166,TEPETZINTLA
28,17,JAUMAVE
31,8,CALOTMUL
17,19,TEPALCINGO
17,2,ATLATLAHUCAN
17,31,ZACATEPEC
17,27,TOTOLAPAN
17,33,TEMOAC
17,12,JOJUTLA
17,25,TLAQUILTENANGO
17,29,YAUTEPEC
17,30,YECAPIXTLA
17,11,JIUTEPEC
17,7,CUERNAVACA
19,1,ABASOLO
19,4,ALLENDE
19,10,CARMEN
19,12,CIENEGA DE FLORES
19,18,GARCIA
19,19,SAN PEDRO GARZA GARCIA
19,25,GRAL. ZUAZUA
19,28,HIDALGO
19,36,MELCHOR OCAMPO
19,37,MIER Y NORIEGA
19,47,SAN NICOLAS DE LOS GARZA
19,8,BUSTAMANTE
19,32,JUAREZ
19,42,PESQUERIA
19,6,APODACA
19,21,GRAL. ESCOBEDO
19,48,SANTA CATARINA
19,49,SANTIAGO
19,50,VALLECILLO
19,51,VILLALDAMA
19,38,MINA
19,29,HIGUERAS
19,30,HUALAHUISES
19,31,ITURBIDE
19,33,LAMPAZOS DE NARANJO
19,34,LINARES
19,35,MARIN
19,26,GUADALUPE
19,27,LOS HERRERAS
19,11,CERRALVO
19,5,ANAHUAC
19,7,ARAMBERRI
19,9,CADEREYTA JIMENEZ
19,46,SALINAS VICTORIA
19,2,AGUALEGUAS
19,3,LOS ALDAMAS
19,14,DR. ARROYO
19,15,DR. COSS
19,16,DR. GONZALEZ
20,522,SANTO DOMINGO XAGACIA
20,185,SAN JUAN CHICOMEZUCHIL
20,297,SAN PABLO YAGANIZA
24,54,AXTLA DE TERRAZAS
28,24,MIER
31,60,QUINTANA ROO
31,12,CENOTILLO
20,60,MIXISTLAN DE LA REFORMA
20,485,SANTIAGO SUCHILQUITONGO
28,29,OCAMPO
20,557,UNION HIDALGO
20,401,SANTA MARIA CAMOTLAN
20,336,SAN PEDRO YANERI
20,198,SAN JUAN GUELAVIA
20,381,SANTA CRUZ PAPALUTLA
20,545,TEOTITLAN DE FLORES MAGON
20,541,TANETZE DE ZARAGOZA
20,266,SAN MIGUEL DEL RIO
20,244,SAN MARTIN TOXPALAN
20,420,SANTA MARIA JALTIANGUIS
20,230,SAN LORENZO VICTORIA
20,195,SAN JUAN DEL RIO
20,89,SAN ANDRES IXTLAHUACA
20,321,SAN PEDRO OCOTEPEC
20,346,SAN SEBASTIAN TEITIPAC
20,514,SANTO DOMINGO ROAYAGA
20,340,SAN SEBASTIAN ABASOLO
20,178,SAN JUAN BAUTISTA LO DE SOTO
20,341,SAN SEBASTIAN COATLAN
20,433,SANTA MARIA TEMAXCALAPA
20,408,SANTA MARIA COYOTEPEC
20,289,SAN PABLO COATLAN
20,115,SAN BARTOLOME AYAUTLA
20,426,SANTA MARIA PAPALO
20,129,SAN DIONISIO OCOTLAN
20,243,SAN MARTIN TILCAJETE
20,353,SANTA ANA
20,385,SANTA CRUZ XITLA
26,41,TEPACHE
26,39,SOYOPA
20,223,SAN JUAN YATZONA
20,84,SAN AGUSTIN YATARENI
26,43,TUBUTAMA
26,42,TRINCHERAS
26,15,CANANEA
26,14,BENJAMIN HILL
26,40,SUAQUI GRANDE
26,66,ONAVAS
26,72,SAN IGNACIO RIO MUERTO
26,71,BENITO JUAREZ
26,51,OPODEPE
26,48,LA COLORADA
26,47,CARBO
26,46,CABORCA
26,45,VILLA PESQUEIRA
31,71,SUDZAL
31,40,IZAMAL
20,212,SAN JUAN PETLAPA
20,87,SAN ANDRES HUAXPALTEPEC
20,104,SAN ANTONIO DE LA CAL
20,347,SAN SEBASTIAN TUTLA
20,45,MAGDALENA APASCO
20,225,SAN LORENZO
20,527,SANTO TOMAS MAZALTEPEC
20,11,AYOTZINTEPEC
20,132,SAN FELIPE TEJALAPAM
20,100,SAN ANTONINO CASTILLO VELASCO
20,568,ZAPOTITLAN LAGUNAS
20,502,SANTIAGO YUCUYACHI
20,258,SAN MIGUEL AHUEHUETITLAN
20,249,SAN MATEO NEJAPAM
20,149,SAN FRANCISCO TLAPANCINGO
31,29,DZILAM GONZALEZ
20,13,CALIHUALA
20,74,REYES ETLA
20,56,MARTIRES DE TACUBAYA
20,345,SAN SEBASTIAN TECOMAXTLAHUACA
20,367,SANTA CATARINA MECHOACAN
20,69,PINOTEPA DE DON LUIS
20,120,SAN BERNARDO MIXTEPEC
20,560,VILLA DE ETLA
20,533,SANTOS REYES YUCUNA
20,117,SAN BARTOLOME QUIALANA
20,300,SAN PEDRO ATOYAC
20,33,GUADALUPE ETLA
20,162,SAN JORGE NUCHITA
20,63,NAZARENO ETLA
20,99,SAN ANDRES ZAUTLA
20,283,SAN MIGUEL TLACAMAMA
20,172,SAN JUAN ATEPEC
20,455,SANTIAGO ATITLAN
20,245,SAN MARTIN ZACATEPEC
20,171,SAN JUAN ACHIUTLA
20,112,SAN BARTOLO COYOTEPEC
20,531,SANTOS REYES PAPALO
20,80,SAN AGUSTIN DE LAS JUNTAS
20,197,SAN JUAN EVANGELISTA ANALCO
20,88,SAN ANDRES HUAYAPAM
20,526,SANTO TOMAS JALIEZA
20,259,SAN MIGUEL ALOAPAM
20,359,SANTA ANA YARENI
20,176,SAN JUAN BAUTISTA GUELACHE
20,546,TEOTITLAN DEL VALLE
20,128,SAN DIONISIO OCOTEPEC
20,183,SAN JUAN BAUTISTA VALLE NACIONAL
20,302,SAN PEDRO COXCALTEPEC CANTAROS
20,503,SANTIAGO ZACATEPEC
20,559,CAPULALPAM DE MENDEZ
29,15,IXTACUIXTLA DE MARIANO MATAMOROS
31,50,MERIDA
29,3,APIZACO
29,12,ESPAÐITA
29,24,PANOTLA
29,20,SANCTORUM DE LAZARO CARDENAS
29,26,SANTA CRUZ TLAXCALA
30,41,COATZACOALCOS
30,42,COATZINTLA
30,37,CITLALTEPETL
30,38,COACOATZINTLA
30,32,CARRILLO PUERTO
30,33,CASTILLO DE TEAYO
30,61,CHINAMECA
30,62,CHINAMPA DE GOROSTIZA
30,63,LAS CHOAPAS
30,21,ATLAHUILCO
30,44,COLIPA
30,45,COMAPA
30,46,CORDOBA
30,47,COSAMALOAPAN
30,4,ACTOPAN
30,5,ACULA
30,6,ACULTZINGO
30,7,CAMARON DE TEJEDA
30,8,ALAMO TEMAPACHE
30,10,ALTO LUCERO DE GUTIERREZ BARRIOS
30,12,ALVARADO
20,497,SANTIAGO XIACUI
30,69,FILOMENO MATA
30,70,FORTIN
30,71,GUTIERREZ ZAMORA
30,72,HIDALGOTITLAN
30,73,HUATUSCO
30,74,HUAYACOCOTLA
30,75,HUEYAPAN DE OCAMPO
30,65,CHONTLA
30,49,COSCOMATEPEC
30,50,COSOLEACAQUE
30,51,COTAXTLA
30,52,COXQUIHUI
30,53,COYUTLA
30,40,COATEPEC
20,191,SAN JUAN COMALTEPEC
20,409,SANTA MARIA DEL ROSARIO
20,26,CUILAPAM DE GUERRERO
30,86,IXMATLAHUACAN
30,87,IXTACZOQUITLAN
30,78,ILAMATLAN
30,79,ISLA
30,80,IXCATEPEC
30,81,IXHUACAN DE LOS REYES
30,82,IXHUATLAN DE MADERO
30,83,IXHUATLAN DEL CAFE
30,68,ESPINAL
20,17,CIENEGA DE ZIMATLAN
20,10,AYOQUEZCO DE ALDAMA
20,155,SAN JACINTO TLACOTEPEC
20,229,SAN LORENZO TEXMELUCAN
20,362,SANTA CATARINA CUIXTLA
31,56,OXKUTZCAB
31,45,KOPOMA
20,458,SANTIAGO CAMOTLAN
20,312,SAN PEDRO JUCHATENGO
31,104,YAXCABA
20,31,FRESNILLO DE TRUJANO
20,456,SANTIAGO AYUQUILILLA
20,23,CONSTANCIA DEL ROSARIO
20,464,SANTIAGO HUAUCLILLA
20,240,SAN MARTIN ITUNYOSO
20,430,SANTA MARIA SOLA
20,270,SAN MIGUEL MIXTEPEC
20,142,SAN FRANCISCO LACHIGOLO
20,495,SANTIAGO TLAZOYALTEPEC
20,224,SAN JUAN YUCUITA
20,391,SANTA INES DE ZARAGOZA
20,402,SANTA MARIA CHACHOAPAM
20,219,SAN JUAN TEITIPAC
20,284,SAN MIGUEL TLACOTEPEC
20,78,SAN AGUSTIN ATENANGO
20,36,MESONES HIDALGO
20,86,SAN ANDRES DINICUITI
20,398,SANTA MARIA APAZCO
20,204,SAN JUAN LACHIGALLA
20,529,SANTO TOMAS TAMAZULAPAN
20,449,SANTA MARIA ZANIZA
20,40,IXPANTEPEC NIEVES
20,510,SANTO DOMINGO IXCATLAN
20,233,SAN LUCAS QUIAVINI
20,532,SANTOS REYES TEPEJILLO
20,49,MAGDALENA PEÐASCO
20,107,SAN ANTONIO SINICAHUA
20,393,SANTA LUCIA MIAHUATLAN
20,280,SAN MIGUEL TENANGO
20,380,SANTA CRUZ NUNDACO
20,528,SANTO TOMAS OCOTEPEC
20,520,SANTO DOMINGO TONALA
20,101,SAN ANTONINO EL ALTO
20,305,SAN PEDRO HUAMELULA
20,500,SANTIAGO YOLOMECATL
20,239,SAN MARTIN HUAMELULPAM
20,343,SAN SEBASTIAN NICANANDUTA
20,523,SANTO DOMINGO YANHUITLAN
20,102,SAN ANTONINO MONTE VERDE
20,482,SANTIAGO NUNDICHE
20,91,SAN ANDRES NUXIÐO
20,565,YUTANDUCHI DE GUERRERO
30,132,POZA RICA DE HIDALGO
30,133,PUEBLO VIEJO
30,134,PUENTE NACIONAL
30,135,RAFAEL DELGADO
30,109,MINATITLAN
30,110,MISANTLA
30,111,MIXTLA DE ALTAMIRANO
30,113,NAOLINCO
20,253,SAN MATEO SINDIHUI
30,146,SOCONUSCO
30,147,SOCHIAPA
30,148,SOLEDAD ATZOMPA
30,140,SALTABARRANCA
30,137,LAS VIGAS DE RAMIREZ
30,138,LOS REYES
30,181,TLALNELHUAYOCAN
30,165,TEPETLAN
30,118,OMEALCA
30,130,PLATON SANCHEZ
24,50,VILLA DE RAMOS
24,36,TAMASOPO
30,190,URSULO GALVAN
30,191,VEGA DE ALATORRE
30,192,VERACRUZ
30,143,SAN JUAN EVANGELISTA
30,145,SAYULA DE ALEMAN
24,12,TANCANHUITZ
30,207,EL HIGO
30,194,XICO
30,195,XOXOCOTLA
30,196,YANGA
20,281,SAN MIGUEL TEQUIXTEPEC
20,465,SANTIAGO IHUITLAN PLUMAS
20,315,SAN PEDRO MARTIR YUCUXACO
20,9,ASUNCION TLACOLULITA
20,159,SAN JERONIMO TAVICHE
20,141,SAN FRANCISCO JALTEPETONGO
20,114,SAN BARTOLO YAUTEPEC
20,352,SAN VICENTE NUÐU
20,454,SANTIAGO ASTATA
20,257,SAN MIGUEL ACHIUTLA
20,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ
20,326,SAN PEDRO TAVICHE
20,480,SANTIAGO NEJAPILLA
20,54,MAGDALENA ZAHUATLAN
20,248,SAN MATEO ETLATONGO
20,215,SAN JUAN SAYULTEPEC
20,93,SAN ANDRES SINAXTLA
20,77,SAN AGUSTIN AMATENGO
20,329,SAN PEDRO TIDAA
20,144,SAN FRANCISCO NUXAÐO
20,279,SAN MIGUEL TECOMATLAN
31,27,DZIDZANTUN
31,80,TEKIT
20,137,SAN FRANCISCO CHINDUA
31,36,HOMUN
31,77,TEKAL DE VENEGAS
31,39,IXIL
20,330,SAN PEDRO TOPILTEPEC
20,262,SAN MIGUEL CHICAHUA
20,269,SAN MIGUEL HUAUTLA
20,20,LA COMPAÐIA
20,169,SAN JOSE DEL PROGRESO
20,452,SANTIAGO APOALA
20,415,SANTA MARIA HUAZOLOTITLAN
20,299,SAN PEDRO APOSTOL
20,145,SAN FRANCISCO OZOLOTEPEC
20,512,SANTO DOMINGO OZOLOTEPEC
20,135,SAN FRANCISCO CAJONOS
20,538,TANICHE
20,111,SAN BALTAZAR YATZACHI EL BAJO
20,94,SAN ANDRES SOLAGA
20,443,SANTA MARIA YALINA
20,313,SAN PEDRO MARTIR
